city,east,north,south,west,lat,lng
"FERNANDINA BEACH, FL",-81.34259189999999,30.7096818,30.6296818,-81.5825919,30.6696818,-81.46259189999999
"GROVETOWN, GA"
"HANOVER, PA",-76.86303579999999,39.8406553,39.7606553,-77.1030358,39.8006553,-76.9830358
"CHINO, CA",-117.568944,34.0522346,33.9722346,-117.80894400000001,34.0122346,-117.688944
"FOND DU LAC, WI"
"WEST MONROE, LA",-92.02763529999999,32.5584775,32.478477500000004,-92.2676353,32.5184775,-92.14763529999999
"SOUTH LAKE TAHOE, CA",-119.8571868,38.979926,38.899926,-120.0971868,38.939926,-119.9771868
"NORTH HOLLYWOOD, CA",-118.2677732,34.2266635,34.1466635,-118.5077732,34.1866635,-118.3877732
"WELLINGTON, FL",-80.1483571,26.7017635,26.6217635,-80.38835710000001,26.6617635,-80.2683571
"WYOMING, MI",-85.5853085,42.9533602,42.8733602,-85.8253085,42.9133602,-85.7053085
"MISHAWAKA, IN",-86.03861559999999,41.7019927,41.6219927,-86.2786156,41.6619927,-86.15861559999999
"MIAMI GARDENS, FL",-80.1256045,25.9820377,25.9020377,-80.3656045,25.9420377,-80.2456045
"SPOTSYLVANIA, VA",-77.46776519999999,38.2379096,38.1579096,-77.7077652x,38.1979096,-77.58776519999999
"KELLER,-97.109298,32.9741893,32.8941893,-97.349298,32.9341893,-97.229298
"WAUKEGAN, IL",-87.72479379999999,42.4036331,42.3236331,-87.9647938,42.3636331,-87.84479379999999
"EDMONDS, WA",-122.25735519999999,47.8506521,47.7706521,-122.4973552,47.8106521,-122.3773552,
"HILTON HEAD ISLAND, SC",-80.63260799999999,32.256316,32.176316,-80.872608,32.216316,-80.752608
"DESOTO, TX",-96.73707379999999,32.6296998,32.5496998,-96.9770738,32.5896998,-96.8570738
"SMYRNA, TN",-86.39860449999999,36.0228412,35.942841200000004,-86.6386045,35.9828412,-86.5186045
"SUN CITY WEST, AZ",-112.22127259999999,33.7019819,33.6219819,-112.4612726,33.6619819,-112.3412726
"ENGLEWOOD, CO",-104.8677597,39.6877653,39.607765300000004,-105.1077597,39.6477653,-104.9877597
"MASSAPEQUA, NY",-73.3542914,40.7206563,40.6406563,-73.5942914,40.6806563,-73.4742914
"KINGMAN, AZ",-113.93300649999999,35.229442999999996,35.149443,-114.1730065,35.189443,-114.0530065
"LACEY, WA",-122.7032553,47.0758969,46.9958969,-122.9432553,47.0358969,-122.8232553
"HUTCHINSON, KS",-97.80977429999999,38.1008445,38.0208445,-98.0497743,38.0608445,-97.92977429999999
"PONTIAC, MI",-83.17104679999998,42.6789216,42.598921600000004,-83.4110468,42.6389216,-83.29104679999999
"PITTSBURG, CA",-121.76468059999999,38.0679762,37.9879762,-122.0046806,38.0279762,-121.8846806
"LENOIR, NC",-81.4189849,35.9540196,35.874019600000004,-81.65898490000001,35.9140196,-81.5389849
"AUBURN, AL",-85.36078249999998,32.6498566,32.5698566,-85.6007825,32.6098566,-85.48078249999999
"NEW CASTLE, DE",-75.44681659999999,39.7020397,39.6220397,-75.6868166,39.6620397,-75.5668166
"KLAMATH FALLS, OR",-121.66167039999999,42.264867,42.184867000000004,-121.9016704,42.224867,-121.7816704
"PRESCOTT VALLEY, AZ",-112.195259,34.6496777,34.5696777,-112.435259,34.6096777,-112.315259
"WALNUT CREEK, CA",-121.9451819,37.9500783,37.8700783,-122.1851819,37.9100783,-122.0651819
"WENTZVILLE, MO",-90.73291069999999,38.85144,38.77144,-90.9729107,38.81144,-90.8529107
"BUENA PARK, CA",-117.8781387,33.9074044,33.8274044,-118.1181387,33.8674044,-117.9981387
"GOLDEN, CO",-105.10109969999999,39.795543,39.715543000000004,-105.3410997,39.755543,-105.2210997
"FARMINGTON, NM",-108.0986856,36.76805830000001,36.68805830000001,-108.3386856,36.72805830000001,-108.2186856
"ORLAND PARK, IL",-87.73394250000001,41.6703103,41.5903103,-87.97394250000002,41.6303103,-87.85394250000002
"SICKLERVILLE, NJ",-74.8497707,39.7572152,39.6772152,-75.0897707,39.7172152,-74.9697707
"FORT WASHINGTON, MD",-76.9030313,38.7473379,38.6673379,-77.1430313,38.7073379,-77.0230313
"COLUMBUS, MS",-88.3072627,33.5356744,33.4556744,-88.5472627,33.4956744,-88.4272627
"GAITHERSBURG, MD",-77.0816062,39.183968899999996,39.1039689,-77.3216062,39.1439689,-77.2016062
"MATTHEWS, NC",-80.60368039999999,35.1568131,35.0768131,-80.8436804,35.1168131,-80.72368039999999
"VINELAND, NJ",-74.90596369999999,39.5263773,39.4463773,-75.1459637,39.4863773,-75.02596369999999
"FINDLAY, OH",-83.53023089999999,41.0791283,40.9991283,-83.7702309,41.0391283,-83.6502309
"COVINA, CA",-117.7703397,34.1300091,34.050009100000004,-118.0103397,34.0900091,-117.8903397
"OWASSO, OK",-95.7347119,36.3095388,36.2295388,-95.9747119,36.2695388,-95.8547119
"WHEATON, IL",-87.9870127,41.9061403,41.8261403,-88.2270127,41.8661403,-88.1070127
"SAN CLEMENTE, CA",-117.4926004,33.4673521,33.3873521,-117.73260040000001,33.4273521,-117.6126004
"SCHERTZ, TX",-98.14735739999999,29.6009958,29.5209958,-98.3873574,29.5609958,-98.2673574
"WESTMINSTER, MD",-76.8758149,39.6153791,39.5353791,-77.1158149,39.5753791,-76.9958149
"MARION, OH",-83.0085242,40.6286699,40.5486699,-83.2485242,40.5886699,-83.1285242
"HYATTSVILLE, MD",-76.8255301,38.9959442,38.9159442,-77.0655301,38.9559442,-76.9455301
"EASTVALE, CA",-117.46480249999999,33.992463,33.912463,-117.7048025,33.952463,-117.5848025
"MILFORD, CT",-72.944036,41.2706979,41.1906979,-73.184036,41.2306979,-73.064036
"JEFFERSONVILLE, IN",-85.6171847,38.3175702,38.2375702,-85.8571847,38.2775702,-85.7371847
"LAGUNA NIGUEL, CA",-117.5949438,33.5636744,33.4836744,-117.8349438,33.5236744,-117.7149438
"CARSON CITY, NV",-119.6474034,39.2037984,39.1237984,-119.88740340000001,39.1637984,-119.7674034
"ROSEVILLE, MI",-82.8171409,42.5372583,42.4572583,-83.05714090000001,42.4972583,-82.9371409
"BEL AIR, MD",-76.22829309999999,39.5759406,39.495940600000004,-76.4682931,39.5359406,-76.34829309999999
"SALINA, KS",-97.49142369999998,38.8802805,38.8002805,-97.7314237,38.8402805,-97.61142369999999
"MANDEVILLE, LA",-89.94563109999999,30.39825059999999,30.318250599999992,-90.1856311,30.35825059999999,-90.06563109999999
"CARSON, CA",-118.161693,33.8716745,33.7916745,-118.40169300000001,33.8316745,-118.281693,
"CASTRO VALLEY, CA",-121.9538678,37.7355029,37.6555029,-122.1938678,37.6955029,-122.0738678
"NASHUA, NH",-71.34756599999999,42.8053662,42.7253662,-71.587566,42.7653662,-71.46756599999999
"NORWALK, CT",-73.2881575,41.15774399999999,41.07774399999999,-73.5281575,41.11774399999999,-73.4081575,
"MORRISTOWN, TN",-83.17489219999999,36.2539814,36.1739814,-83.4148922,36.2139814,-83.29489219999999
"ENGLEWOOD, FL",-82.23259519999999,27.0020053,26.922005300000002,-82.4725952,26.9620053,-82.3525952
"MORGANTON, NC",-81.5648188,35.7854071,35.7054071,81.8048188,35.7454071,-81.6848188
"PRATTVILLE, AL",-86.3396966,32.5040245,32.4240245,-86.5796966,32.4640245,-86.4596966
"STATE COLLEGE, PA",-77.7400012,40.8333949,40.7533949,-77.9800012,40.7933949,-77.8600012
"STRONGSVILLE, OH",-81.71569,41.3544966,41.2744966,-81.95569,41.3144966,-81.83569
"HERNDON, VA",-77.2660976,39.0095545,38.9295545,-77.5060976,38.9695545,-77.3860976
"FLAGSTAFF,-111.531302,35.2382836,35.158283600000004,-111.771302,35.1982836,-111.651302
"NEW ALBANY, IN",-85.70413119999999,38.3256247,38.2456247,-85.9441312,38.2856247,-85.8241312
"PARKERSBURG, WV",-81.44151349999999,39.3067418,39.2267418,-81.6815135,39.2667418,-81.56151349999999
"LA MESA, CA",-116.9030839,32.8078287,32.7278287,-117.14308390000001,32.7678287,-117.0230839
"DAVIE, FL",-80.13211569999999,26.1164783,26.036478300000002,-80.3721157,26.0764783,-80.25211569999999
"TEXARKANA, TX",-93.9276882,33.465125,33.385125,-94.16768820000001,33.425125,-94.04768820000001
"UPLAND, CA",-117.5283876,34.13751,34.05751,-117.76838760000001,34.09751,-117.6483876
"ORANGE, TX",-98.55894769999999,32.5098522,32.4298522,-98.7989477,32.4698522,-98.6789477
"MERRITT ISLAND, FL",-80.54598419999999,28.358068799999998,28.2780688,-80.7859842,28.3180688,-80.6659842
"SIERRA VISTA, AZ",-110.1572856,31.5855001,31.505500100000003,-110.3972856,31.5455001,-110.2772856
"SHERMAN, TX",-96.4888805,33.6756618,33.5956618,-96.7288805,33.6356618,-96.6088805,
"PALO ALTO, CA",-122.02301949999999,37.4818834,37.4018834,-122.2630195,37.4418834,-122.1430195
"DOWNINGTOWN, PA",-75.58327419999999,40.0464958,39.966495800000004,-75.8232742,40.0064958,-75.7032742
"CARMICHAEL, CA",-121.2082843,38.657127,38.577127000000004,-121.44828430000001,38.617127,-121.3282843
"SHORELINE, WA",-122.2256972,47.7959659,47.7159659,-122.46569720000001,47.7559659,-122.3456972
"OCEAN SPRINGS, MS",-88.7078057,30.4513097,30.3713097,-88.9478057,30.4113097,-88.8278057
"MUSKOGEE, OK",-95.24969089999999,35.7878769,35.7078769,-95.4896909,35.7478769,-95.3696909
"CUYAHOGA FALLS, OH",-81.36455849999999,41.1739449,41.093944900000004,-81.6045585,41.1339449,-81.48455849999999
"HILO, HI",-154.964887,19.7616023,19.6816023,-155.204887,19.7216023,-155.084887
"NAVARRE, FL",-86.79232169999999,30.4509342,30.3709342,-87.0323217,30.4109342,-86.91232169999999
"WEBSTER, NY",-77.3099939,43.2522851,43.1722851,-77.5499939,43.2122851,-77.4299939,
"WASHINGTON, PA",-80.12617139999999,40.21396,40.13396,-80.3661714,40.17396,-80.2461714
"GOSHEN, IN",-85.71456389999999,41.6291606,41.5491606,-85.9545639,41.5891606,-85.83456389999999
"LEESBURG, VA",-77.44453229999999,39.1554523,39.0754523,-77.6845323,39.1154523,-77.5645323
"HILLIARD, OH",-83.0382451,40.0733961,39.9933961,-83.2782451,40.0333961,-83.1582451
"PROVO, UT",-111.5385337,40.2738438,40.1938438,-111.77853370000001,40.2338438,-111.6585337
"PORTAGE, MI",-85.46000219999999,42.2411538,42.1611538,-85.7000022,42.2011538,-85.5800022
"MONROE, GA",-83.593229,33.8348364,33.7548364,-83.833229,33.7948364,-83.713229,
"PROSPER, TX",-96.66508219999999,33.2880074,33.2080074,-96.9050822,33.2480074,-96.78508219999999
"CANONSBURG, PA",-80.06727969999999,40.3025702,40.2225702,-80.3072797,40.2625702,-80.18727969999999
"FAIRFIELD, CT",-73.1412615,41.180836299999996,41.1008363,-73.38126150000001,41.1408363,-73.2612615
"ASHEBORO, NC",-79.6936446,35.7479146,35.6679146,-79.93364460000001,35.7079146,-79.8136446
"WAUSAU, WI",-89.51012209999999,44.9991352,44.9191352,-89.7501221,44.9591352,-89.6301221
"GRASS VALLEY, CA",-120.9410606,39.2590608,39.1790608,-121.18106060000001,39.2190608,-121.0610606
"PETALUMA, CA",-122.5166524,38.272417,38.192417,-122.75665240000001,38.232417,-122.6366524
"TUPELO, MS",-88.5833859,34.2976066,34.2176066,-88.8233859,34.2576066,-88.7033859
"CORVALLIS, OR",-123.1420435,44.6045659,44.5245659,-123.38204350000001,44.5645659,-123.2620435
"CEDAR HILL, TX",-96.8361152,32.6284689,32.5484689,-97.0761152,32.5884689,-96.9561152
"WOODLAND, CA",-121.65329709999999,38.71851570000001,38.63851570000001,-121.8932971,38.67851570000001,-121.7732971
"FOUNTAIN VALLEY, CA",-117.83440689999999,33.7490212,33.6690212,-118.0744069,33.7090212,-117.9544069
"WINDER, GA",-83.6001709,34.0326097,33.952609700000004,-83.8401709,33.9926097,-83.7201709
"MASON, OH",-84.189939,39.4000586,39.3200586,-84.429939,39.3600586,-84.309939,
"COLUMBIA, MD",-76.74104619999999,39.2437144,39.1637144,-76.9810462,39.2037144,-76.86104619999999
"HOUSTON, TX",-95.2498028,29.8004267,29.7204267,-95.4898028,29.7604267,-95.3698028
"LAS VEGAS, NV",-115.0191009,36.211563,36.131563,-115.2591009,36.171563,-115.1391009
"PHOENIX, AZ",-111.9540373,33.4883771,33.4083771,-112.1940373,33.4483771,-112.0740373
"JACKSONVILLE, FL",-81.53565099999999,30.3721838,30.2921838,-81.775651,30.3321838,-81.65565099999999
"SAINT LOUIS, MO",-90.07940419999998,38.6670025,38.587002500000004,-90.3194042,38.6270025,-90.19940419999999
"INDIANAPOLIS, IN",-86.038068,39.808403,39.728403,-86.278068,39.768403,-86.158068
"DALLAS, TX",-96.67698789999999,32.8166642,32.7366642,-96.9169879,32.7766642,-96.79698789999999
"LAS VEGAS, NV",-115.0191009,36.211563,36.131563,-115.2591009,36.171563,-115.1391009
"PHOENIX, AZ",-111.9540373,33.4883771,33.4083771,-112.1940373,33.4483771,-112.0740373
"CHICAGO, IL",-111.9540373,33.4883771,33.4083771,-112.1940373,33.4483771,-112.0740373
"JACKSONVILLE, FL",-81.53565099999999,30.3721838,30.2921838,-81.775651,30.3321838,-81.65565099999999
"SAINT LOUIS, MO",-90.07940419999998,38.6670025,38.587002500000004,-90.3194042,38.6270025,-90.19940419999999
"INDIANAPOLIS, IN",-86.038068,39.808403,39.728403,-86.278068,39.768403,-86.158068
"DALLAS, TX",-96.67698789999999,32.8166642,32.7366642,-96.9169879,32.7766642,-96.79698789999999
"FORT WORTH, TX",-97.21076579999999,32.7954883,32.715488300000004,-97.4507658,32.7554883,-97.3307658
